,Name,Position,Team,Salary,Year
1830,Jeff Green, SF,Memphis Grizzlies,"$9,200,000",2015
1831,Jordan Hill, C,Los Angeles Lakers,"$9,000,000",2015
1832,Lance Stephenson, SG,Charlotte Hornets,"$9,000,000",2015
1833,Mike Conley, PG,Memphis Grizzlies,"$8,694,216",2015
1834,Trevor Ariza, SF,Houston Rockets,"$8,579,089",2015
1835,Channing Frye, PF,Orlando Magic,"$8,579,088",2015
1836,Marcus Thornton, SG,Phoenix Suns,"$8,575,000",2015
1837,Ryan Anderson, PF,New Orleans Pelicans,"$8,491,500",2015
1838,Jeremy Lin, PG,Los Angeles Lakers,"$8,374,646",2015
1839,Omer Asik, C,New Orleans Pelicans,"$8,374,646",2015
1840,Monta Ellis, SG,Dallas Mavericks,"$8,360,000",2015
1841,Jeff Teague, PG,Atlanta Hawks,"$8,000,000",2015
1842,Taj Gibson, PF,Chicago Bulls,"$8,000,000",2015
1843,O.J. Mayo, SG,Milwaukee Bucks,"$8,000,000",2015
1844,George Hill, PG,Indiana Pacers,"$8,000,000",2015
1845,Dirk Nowitzki, PF,Dallas Mavericks,"$7,974,482",2015
1846,Ersan Ilyasova, PF,Milwaukee Bucks,"$7,900,000",2015
1847,Tayshaun Prince, SF,Memphis Grizzlies,"$7,707,865",2015
1848,Boris Diaw, C,San Antonio Spurs,"$7,500,000",2015
1849,Goran Dragic, PG,Phoenix Suns,"$7,500,000",2015
1850,Wesley Matthews, SG,Portland Trail Blazers,"$7,245,640",2015
1851,Isaiah Thomas, PG,Phoenix Suns,"$7,238,606",2015
1852,Avery Bradley, SG,Boston Celtics,"$7,191,011",2015
1853,Pau Gasol, C,Chicago Bulls,"$7,128,000",2015
1854,Jose Calderon, PG,New York Knicks,"$7,097,191",2015
1855,Kyrie Irving, PG,Cleveland Cavaliers,"$7,070,730",2015
1856,Marvin Williams, PF,Charlotte Hornets,"$7,000,000",2015
1857,Amir Johnson, C,Toronto Raptors,"$7,000,000",2015
1858,Brandon Bass, PF,Boston Celtics,"$6,900,000",2015
1859,Kevin Martin, SG,Minnesota Timberwolves,"$6,792,500",2015
1860,JJ Redick, SG,LA Clippers,"$6,792,500",2015
1861,Wilson Chandler, SF,Denver Nuggets,"$6,757,913",2015
1862,Jason Richardson, SG,Philadelphia 76ers,"$6,601,125",2015
1863,JR Smith, SG,New York Knicks,"$6,515,510",2015
1864,Carl Landry, PF,Sacramento Kings,"$6,500,000",2015
1865,Greivis Vasquez, PG,Toronto Raptors,"$6,400,000",2015
1866,Derrick Williams, PF,Sacramento Kings,"$6,331,404",2015
1867,Jarrett Jack, G,Brooklyn Nets,"$6,300,000",2015
1868,Kyle Korver, SG,Atlanta Hawks,"$6,253,521",2015
1869,Landry Fields, SG,Toronto Raptors,"$6,250,000",2015
1870,Robin Lopez, C,Portland Trail Blazers,"$6,124,729",2015
1871,Jason Thompson, PF,Sacramento Kings,"$6,037,500",2015
1872,Jodie Meeks, SG,Detroit Pistons,"$6,000,000",2015
1873,Gerald Henderson, SG,Charlotte Hornets,"$6,000,000",2015
1874,Chuck Hayes, PF,Toronto Raptors,"$5,958,750",2015
1875,Jason Terry, G,Houston Rockets,"$5,850,313",2015
1876,Patrick Patterson, PF,Toronto Raptors,"$5,831,326",2015
1877,PJ Tucker, SF,Phoenix Suns,"$5,700,000",2015
1878,Enes Kanter, C,Utah Jazz,"$5,694,674",2015
1879,Anthony Davis, PF,New Orleans Pelicans,"$5,607,240",2015
1880,Anthony Bennett, PF,Minnesota Timberwolves,"$5,563,920",2015
1881,Andrew Wiggins, SF,Minnesota Timberwolves,"$5,510,640",2015
1882,Greg Monroe, C,Detroit Pistons,"$5,479,934",2015
1883,Jamal Crawford, SG,LA Clippers,"$5,450,000",2015
1884,Courtney Lee, SG,Memphis Grizzlies,"$5,450,000",2015
1885,JJ Hickson, C,Denver Nuggets,"$5,381,750",2015
1886,Martell Webster, SF,Washington Wizards,"$5,381,750",2015
1887,Chris Andersen, PF,Miami Heat,"$5,375,000",2015
1888,Nikola Mirotic, PF,Chicago Bulls,"$5,305,000",2015
1889,Spencer Hawes, PF,LA Clippers,"$5,305,000",2015
1890,Shaun Livingston, PG,Golden State Warriors,"$5,305,000",2015
1891,Paul Pierce, SF,Washington Wizards,"$5,305,000",2015
1892,Josh McRoberts, PF,Miami Heat,"$5,305,000",2015
1893,Keith Bogans, SG,Philadelphia 76ers,"$5,285,817",2015
1894,Zaza Pachulia, C,Milwaukee Bucks,"$5,200,000",2015
1895,Tristan Thompson, C,Cleveland Cavaliers,"$5,138,430",2015
1896,Michael Kidd-Gilchrist, SF,Charlotte Hornets,"$5,016,960",2015
1897,Chase Budinger, SF,Minnesota Timberwolves,"$5,000,000",2015
1898,Brandan Wright, F,Phoenix Suns,"$5,000,000",2015
1899,Nick Young, G,Los Angeles Lakers,"$4,994,420",2015
1900,Victor Oladipo, SG,Orlando Magic,"$4,978,200",2015
1901,Jabari Parker, PF,Milwaukee Bucks,"$4,930,560",2015
1902,Luis Scola, F,Indiana Pacers,"$4,868,499",2015
1903,Tony Allen, SG,Memphis Grizzlies,"$4,831,461",2015
1904,Chris Kaman, C,Portland Trail Blazers,"$4,800,000",2015
1905,Darren Collison, PG,Sacramento Kings,"$4,797,664",2015
1906,Kostas Papanikolaou, SF,Houston Rockets,"$4,797,664",2015
1907,Corey Brewer, SG,Minnesota Timberwolves,"$4,702,500",2015
1908,Ricky Rubio, PG,Minnesota Timberwolves,"$4,660,479",2015
1909,Andre Miller, PG,Washington Wizards,"$4,650,000",2015
1910,Timofey Mozgov, C,Denver Nuggets,"$4,650,000",2015
1911,Bradley Beal, SG,Washington Wizards,"$4,505,280",2015
1912,Jonas Jerebko, PF,Detroit Pistons,"$4,500,000",2015
1913,Caron Butler, SF,Detroit Pistons,"$4,500,000",2015
1914,Ben Gordon, SG,Orlando Magic,"$4,500,000",2015
1915,Otto Porter Jr., SF,Washington Wizards,"$4,470,480",2015
1916,Joel Embiid, C,Philadelphia 76ers,"$4,427,640",2015
1917,Luc Mbah a Moute, PF,Philadelphia 76ers,"$4,382,576",2015
1918,Kris Humphries, PF,Washington Wizards,"$4,250,000",2015
1919,Jared Dudley, SF,Milwaukee Bucks,"$4,250,000",2015
1920,CJ Miles, SF,Indiana Pacers,"$4,205,000",2015
1921,Thabo Sefolosha, SF,Atlanta Hawks,"$4,150,000",2015
1922,Dion Waiters, SG,Oklahoma City Thunder,"$4,062,000",2015
1923,Samuel Dalembert, C,New York Knicks,"$4,051,527",2015
1924,Cody Zeller, C,Charlotte Hornets,"$4,030,560",2015
1925,Danny Green, SG,San Antonio Spurs,"$4,025,000",2015
1926,Mario Chalmers, G,Miami Heat,"$4,000,000",2015
1927,Ian Mahinmi, C,Indiana Pacers,"$4,000,000",2015
1928,Aaron Gordon, PF,Orlando Magic,"$3,992,040",2015
1929,Mo Williams, PG,Charlotte Hornets,"$3,965,074",2015
1930,Vince Carter, SF,Memphis Grizzlies,"$3,911,981",2015
1931,Kevin Seraphin, C,Washington Wizards,"$3,898,692",2015
1932,Devin Harris, PG,Dallas Mavericks,"$3,878,896",2015
1933,Bismack Biyombo, C,Charlotte Hornets,"$3,873,398",2015
1934,Patty Mills, PG,San Antonio Spurs,"$3,842,105",2015
1935,Joel Anthony, PF,Detroit Pistons,"$3,800,000",2015
1936,Raymond Felton, PG,Dallas Mavericks,"$3,793,693",2015
1937,Jonas Valanciunas, C,Toronto Raptors,"$3,678,360",2015
1938,Thomas Robinson, F,Portland Trail Blazers,"$3,678,360",2015
1939,Marreese Speights, F,Golden State Warriors,"$3,657,500",2015
1940,Alex Len, C,Phoenix Suns,"$3,649,920",2015
1941,Dante Exum, PG,Utah Jazz,"$3,615,000",2015
1942,Brandon Knight, PG,Phoenix Suns,"$3,553,917",2015
1943,Gerald Green, SG,Phoenix Suns,"$3,500,000",2015
1944,Darrell Arthur, F,Denver Nuggets,"$3,457,149",2015
1945,Steve Novak, SF,Utah Jazz,"$3,445,947",2015
1946,Matt Barnes, SF,LA Clippers,"$3,396,250",2015
1947,Mirza Teletovic, PF,Brooklyn Nets,"$3,368,100",2015
1948,Damian Lillard, PG,Portland Trail Blazers,"$3,340,920",2015
1949,Mike Scott, PF,Atlanta Hawks,"$3,333,333",2015
1950,Tyler Hansbrough, PF,Toronto Raptors,"$3,326,235",2015
1951,Mike Dunleavy, SG,Chicago Bulls,"$3,326,235",2015
1952,Nerlens Noel, PF,Philadelphia 76ers,"$3,315,120",2015
1953,Marcus Smart, PG,Boston Celtics,"$3,283,320",2015
1954,Alexey Shved, PG,Philadelphia 76ers,"$3,282,056",2015
1955,Bojan Bogdanovic, SF,Brooklyn Nets,"$3,278,000",2015
1956,Evan Turner, SG,Boston Celtics,"$3,278,000",2015
1957,Jason Smith, PF,New York Knicks,"$3,278,000",2015
1958,Kemba Walker, PG,Charlotte Hornets,"$3,272,091",2015
1959,Carlos Boozer, PF,Los Angeles Lakers,"$3,251,000",2015
1960,Carlos Delfino, SG,LA Clippers,"$3,250,000",2015
1961,Gary Neal, PG,Charlotte Hornets,"$3,250,000",2015
1962,Anthony Morrow, SG,Oklahoma City Thunder,"$3,200,000",2015
1963,Dorell Wright, SF,Portland Trail Blazers,"$3,150,000",2015
1964,Quincy Pondexter, SF,Memphis Grizzlies,"$3,146,068",2015
1965,Chris Copeland, SF,Indiana Pacers,"$3,135,000",2015
1966,Klay Thompson, SG,Golden State Warriors,"$3,075,880",2015
1967,Harrison Barnes, SF,Golden State Warriors,"$3,049,920",2015
1968,Alec Burks, SG,Utah Jazz,"$3,034,356",2015
1969,Ben McLemore, G,Sacramento Kings,"$3,026,280",2015
1970,Joel Freeland, C,Portland Trail Blazers,"$3,013,512",2015
1971,Anthony Tolliver, PF,Phoenix Suns,"$3,000,000",2015
1972,Kosta Koufos, C,Memphis Grizzlies,"$3,000,000",2015
1973,Travis Outlaw, SF,Philadelphia 76ers,"$3,000,000",2015
1974,Jerryd Bayless, PG,Milwaukee Bucks,"$3,000,000",2015
1975,Julius Randle, C,Los Angeles Lakers,"$2,997,360",2015
1976,Markieff Morris, PF,Phoenix Suns,"$2,989,239",2015
1977,Furkan Aldemir, PF,Philadelphia 76ers,"$2,963,232",2015
1978,Marcus Morris, PF,Phoenix Suns,"$2,943,221",2015
1979,Will Bynum, PG,Washington Wizards,"$2,915,908",2015
1980,Kawhi Leonard, SF,San Antonio Spurs,"$2,894,059",2015
1981,Marco Belinelli, SG,San Antonio Spurs,"$2,873,750",2015
1982,Terrence Ross, SG,Toronto Raptors,"$2,793,960",2015
1983,Kentavious Caldwell-Pope, SG,Detroit Pistons,"$2,772,480",2015
1984,Nikola Vucevic, C,Orlando Magic,"$2,751,260",2015
1985,Luke Ridnour, PG,Orlando Magic,"$2,750,000",2015
1986,Nik Stauskas, SG,Sacramento Kings,"$2,745,840",2015
1987,Brian Roberts, PG,Charlotte Hornets,"$2,732,000",2015
1988,Udonis Haslem, PF,Miami Heat,"$2,732,000",2015
1989,Jameer Nelson, G,Denver Nuggets,"$2,732,000",2015
1990,Kirk Hinrich, SG,Chicago Bulls,"$2,732,000",2015
1991,Iman Shumpert, SG,New York Knicks,"$2,616,975",2015
1992,Andre Drummond, C,Detroit Pistons,"$2,568,360",2015
1993,Trey Burke, PG,Utah Jazz,"$2,548,560",2015
1994,Noah Vonleh, PF,Charlotte Hornets,"$2,524,200",2015
1995,James Johnson, PF,Toronto Raptors,"$2,500,000",2015
1996,DeMarre Carroll, SF,Atlanta Hawks,"$2,442,455",2015
1997,Austin Rivers, PG,LA Clippers,"$2,439,840",2015
1998,Shelvin Mack, PG,Atlanta Hawks,"$2,433,333",2015
1999,CJ McCollum, SG,Portland Trail Blazers,"$2,421,000",2015
2000,Elfrid Payton, PG,Orlando Magic,"$2,397,840",2015
2001,Tobias Harris, SF,Orlando Magic,"$2,380,594",2015
2002,Meyers Leonard, PF,Portland Trail Blazers,"$2,317,920",2015
2003,Michael Carter-Williams, G,Philadelphia 76ers,"$2,300,040",2015
2004,Doug McDermott, SF,Chicago Bulls,"$2,277,960",2015
2005,Kenneth Faried, PF,Denver Nuggets,"$2,249,768",2015
2006,Nick Collison, F,Oklahoma City Thunder,"$2,242,003",2015
2007,Brendan Haywood, C,Cleveland Cavaliers,"$2,213,668",2015
2008,Reggie Jackson, PG,Oklahoma City Thunder,"$2,204,369",2015
2009,Jeremy Lamb, SG,Oklahoma City Thunder,"$2,202,000",2015
2010,Steven Adams, C,Oklahoma City Thunder,"$2,184,960",2015
2011,Vitor Faverani, C,Boston Celtics,"$2,090,000",2015
2012,Steve Blake, PG,Portland Trail Blazers,"$2,077,000",2015
2013,Ramon Sessions, G,Washington Wizards,"$2,077,000",2015
2014,Danny Granger, SF,Miami Heat,"$2,077,000",2015
2015,Josh Smith, PF,Houston Rockets,"$2,077,000",2015
2016,Aron Baynes, C,San Antonio Spurs,"$2,077,000",2015
2017,Kelly Olynyk, PF,Boston Celtics,"$2,075,760",2015
2018,Zach LaVine, PG,Minnesota Timberwolves,"$2,055,840",2015
2019,Norris Cole, PG,Miami Heat,"$2,038,206",2015
2020,Cory Joseph, PG,San Antonio Spurs,"$2,023,261",2015
2021,Jimmy Butler, SG,Chicago Bulls,"$2,008,748",2015
2022,DeJuan Blair, C,Washington Wizards,"$2,000,000",2015
2023,John Salmons, SF,New Orleans Pelicans,"$2,000,000",2015
2024,Kent Bazemore, SG,Atlanta Hawks,"$2,000,000",2015
2025,John Henson, F,Milwaukee Bucks,"$1,987,320",2015
2026,Shabazz Muhammad, F,Minnesota Timberwolves,"$1,971,960",2015
2027,T.J. Warren, SF,Phoenix Suns,"$1,953,120",2015
2028,Maurice Harkless, SF,Orlando Magic,"$1,887,840",2015
2029,Giannis Antetokounmpo, PF,Milwaukee Bucks,"$1,873,200",2015
2030,Adreian Payne, PF,Minnesota Timberwolves,"$1,855,320",2015
2031,Jeff Ayres, F,San Antonio Spurs,"$1,828,750",2015
2032,Anthony Randolph, SF,Madrid Real Madrid,"$1,825,359",2015
2033,Jeremy Evans, F,Utah Jazz,"$1,794,871",2015
2034,Joffrey Lauvergne, F,Denver Nuggets,"$1,790,281",2015
2035,Reggie Evans, C,Sacramento Kings,"$1,768,653",2015
2036,Lucas Nogueira, C,Toronto Raptors,"$1,762,680",2015
2037,Jusuf Nurkic, C,Denver Nuggets,"$1,762,680",2015
2038,Luigi Datome, SF,Detroit Pistons,"$1,750,000",2015
2039,Zoran Dragic, SG,Phoenix Suns,"$1,706,225",2015
2040,Tyler Zeller, C,Boston Celtics,"$1,703,760",2015
2041,Dennis Schroder, PG,Atlanta Hawks,"$1,690,680",2015
2042,James Young, G,Boston Celtics,"$1,674,480",2015
2043,Pablo Prigioni, PG,New York Knicks,"$1,662,961",2015
2044,Ryan Kelly, PF,Los Angeles Lakers,"$1,650,000",2015
2045,Terrence Jones, PF,Houston Rockets,"$1,618,680",2015
2046,Shane Larkin, G,New York Knicks,"$1,606,080",2015
2047,Tyler Ennis, G,Phoenix Suns,"$1,590,720",2015
2048,Andrew Nicholson, PF,Orlando Magic,"$1,545,840",2015
2049,Sergey Karasev, SG,Brooklyn Nets,"$1,533,840",2015
2050,Gary Harris, SG,Denver Nuggets,"$1,519,200",2015
2051,Ronny Turiaf, C,Minnesota Timberwolves,"$1,500,000",2015
2052,Miroslav Raduljica, C,Minnesota Timberwolves,"$1,500,000",2015
2053,Evan Fournier, SG,Orlando Magic,"$1,483,920",2015
2054,Donatas Motiejunas, PF,Houston Rockets,"$1,483,920",2015
2055,Tony Snell, SG,Chicago Bulls,"$1,472,400",2015
2056,Bruno Caboclo, SF,Toronto Raptors,"$1,458,360",2015
2057,Scotty Hopson, G,Oklahoma City Thunder,"$1,450,878",2015
2058,Willie Green, SG,Orlando Magic,"$1,448,490",2015
2059,Lamar Odom, PF,New York Knicks,"$1,448,490",2015
2060,Mike James, PG,Chicago Bulls,"$1,448,490",2015
2061,Jared Sullinger, C,Boston Celtics,"$1,424,520",2015
2062,Gorgui Dieng, C,Minnesota Timberwolves,"$1,413,480",2015
2063,Mitch McGary, PF,Oklahoma City Thunder,"$1,400,040",2015
2064,Victor Claver, PF,Portland Trail Blazers,"$1,370,000",2015
2065,Mason Plumlee, PF,Brooklyn Nets,"$1,357,080",2015
2066,Jordan Adams, SG,Memphis Grizzlies,"$1,344,120",2015
2067,Melvin Ely, C,Washington Wizards,"$1,316,809",2015
2068,John Jenkins, SG,Atlanta Hawks,"$1,312,920",2015
2069,Josh Powell, PF,Milwaukee Bucks,"$1,310,286",2015
2070,Ronnie Brewer, SF,Chicago Bulls,"$1,310,286",2015
2071,Solomon Hill, SF,Indiana Pacers,"$1,302,840",2015
2072,Rodney Hood, SG,Utah Jazz,"$1,290,360",2015
2073,Alan Anderson, SG,Brooklyn Nets,"$1,276,061",2015
2074,Tim Hardaway Jr., G,New York Knicks,"$1,250,640",2015
2075,Hasheem Thabeet, C,Detroit Pistons,"$1,250,000",2015
2076,Pero Antic, PF,Atlanta Hawks,"$1,250,000",2015
2077,Shabazz Napier, PG,Miami Heat,"$1,238,640",2015
2078,Shawne Williams, SF,Miami Heat,"$1,227,985",2015
2079,Shavlik Randolph, PF,Phoenix Suns,"$1,227,985",2015
2080,Tony Wroten, SG,Philadelphia 76ers,"$1,210,080",2015
2081,Reggie Bullock, SG,Phoenix Suns,"$1,200,720",2015
2082,Clint Capela, C,Houston Rockets,"$1,189,200",2015
2083,Miles Plumlee, C,Phoenix Suns,"$1,169,880",2015
2084,Andre Roberson, SG,Oklahoma City Thunder,"$1,160,880",2015
2085,P.J. Hairston, SF,Charlotte Hornets,"$1,149,720",2015
2086,Hilton Armstrong, PF,Golden State Warriors,"$1,145,685",2015
2087,Brandon Rush, SG,Golden State Warriors,"$1,145,685",2015
2088,Cartier Martin, PF,Detroit Pistons,"$1,145,685",2015
2089,Arnett Moultrie, PF,New York Knicks,"$1,136,160",2015
2090,Perry Jones, SF,Oklahoma City Thunder,"$1,129,200",2015
2091,Rudy Gobert, C,Utah Jazz,"$1,127,400",2015
2092,Marquis Teague, G,Memphis Grizzlies,"$1,120,920",2015
2093,Festus Ezeli, C,Golden State Warriors,"$1,112,880",2015
2094,Archie Goodwin, SG,Phoenix Suns,"$1,112,280",2015
2095,CJ Wilcox, G,LA Clippers,"$1,109,760",2015
2096,Nemanja Nedovic, PG,Golden State Warriors,"$1,104,240",2015
2097,Damjan Rudez, SF,Indiana Pacers,"$1,100,000",2015
2098,Kyle Anderson, SF,San Antonio Spurs,"$1,093,680",2015
2099,Kyle Singler, F,Oklahoma City Thunder,"$1,090,000",2015
2100,Xavier Henry, SG,Los Angeles Lakers,"$1,082,000",2015
2101,Robert Covington, SF,Philadelphia 76ers,"$1,000,000",2015
2102,Garrett Temple, SG,Washington Wizards,"$981,084",2015
2103,Al-Farouq Aminu, PF,Dallas Mavericks,"$981,084",2015
2104,Alexis Ajinca, C,New Orleans Pelicans,"$981,084",2015
2105,Jon Leuer, PF,Memphis Grizzlies,"$967,500",2015
2106,Greg Smith, PF,Dallas Mavericks,"$948,163",2015
2107,Josh Harrellson, C,Washington Wizards,"$948,163",2015
2108,Donald Sloan, G,Indiana Pacers,"$948,163",2015
2109,Jeremy Tyler, C,Houston Rockets,"$948,163",2015
2110,E'Twaun Moore, G,Chicago Bulls,"$948,163",2015
2111,Rasual Butler, SF,Washington Wizards,"$915,243",2015
2112,Kyrylo Fesenko, C,Minnesota Timberwolves,"$915,243",2015
2113,Aaron Brooks, G,Chicago Bulls,"$915,243",2015
2114,Drew Gooden, PF,Washington Wizards,"$915,243",2015
2115,Jason Maxiell, PF,Charlotte Hornets,"$915,243",2015
2116,Jannero Pargo, PG,Charlotte Hornets,"$915,243",2015
2117,Jeffery Taylor, SF,Charlotte Hornets,"$915,243",2015
2118,Ryan Hollins, C,Sacramento Kings,"$915,243",2015
2119,Ekpe Udoh, C,LA Clippers,"$915,243",2015
2120,Ivan Johnson, PF,Dallas Mavericks,"$915,243",2015
2121,Cole Aldrich, C,New York Knicks,"$915,243",2015
2122,J.J. Barea, PG,Dallas Mavericks,"$909,859",2015
2123,Devyn Marble, SF,Orlando Magic,"$884,879",2015
2124,Jerami Grant, SF,Philadelphia 76ers,"$884,879",2015
2125,Joe Harris, SF,Cleveland Cavaliers,"$884,879",2015
2126,Robbie Hummel, SF,Minnesota Timberwolves,"$880,000",2015
2127,Allen Crabbe, SG,Portland Trail Blazers,"$862,000",2015
2128,Ish Smith, PG,Oklahoma City Thunder,"$861,405",2015
2129,Damien Inglis, SF,New York Knicks,"$820,000",2015
2130,Isaiah Canaan, PG,Philadelphia 76ers,"$816,842",2015
2131,Carrick Felix, SG,Washington Wizards,"$816,482",2015
2132,Glen Rice Jr., SG,Washington Wizards,"$816,482",2015
2133,Casper Ware, G,Melbourne United,"$816,482",2015
2134,Ray McCallum, PG,Sacramento Kings,"$816,482",2015
2135,Nick Calathes, SG,Memphis Grizzlies,"$816,482",2015
2136,Justin Holiday, SF,Golden State Warriors,"$816,482",2015
2137,Brandon Davies, PF,Philadelphia 76ers,"$816,482",2015
2138,Dionte Christmas, SG,Philadelphia 76ers,"$816,482",2015
2139,Mike Muscala, PF,Atlanta Hawks,"$816,482",2015
2140,Dewayne Dedmon, C,Orlando Magic,"$816,482",2015
2141,Hassan Whiteside, C,Miami Heat,"$769,881",2015
2142,Jeff Adrien, SF,Minnesota Timberwolves,"$742,962",2015
2143,Jarnell Stokes, C,Memphis Grizzlies,"$725,000",2015
2144,Dante Cunningham, SF,New Orleans Pelicans,"$716,043",2015
2145,Malcolm Lee, SG,Philadelphia 76ers,"$710,659",2015
2146,Darius Morris, G,Brooklyn Nets,"$702,756",2015
2147,Spencer Dinwiddie, PG,Detroit Pistons,"$700,000",2015
2148,Malcolm Thomas, PF,Philadelphia 76ers,"$635,827",2015
2149,Gal Mekel, PG,New Orleans Pelicans,"$633,974",2015
2150,Johnny O'Bryant III, PF,Milwaukee Bucks,"$600,000",2015
2151,Glenn Robinson III, SG,Philadelphia 76ers,"$507,336",2015
2152,Keith Appling, PG,Orlando Magic,"$507,336",2015
2153,Joe Ingles, SF,Utah Jazz,"$507,336",2015
2154,Russ Smith, PG,Memphis Grizzlies,"$507,336",2015
2155,Brady Heslip, SG,Toronto Raptors,"$507,336",2015
2156,Nick Johnson, G,Houston Rockets,"$507,336",2015
2157,Sim Bhullar, C,Sacramento Kings,"$507,336",2015
2158,Travis Wear, F,New York Knicks,"$507,336",2015
2159,JaKarr Sampson, F,Philadelphia 76ers,"$507,336",2015
2160,Patric Young, PF,New Orleans Pelicans,"$507,336",2015
2161,Will Cherry, F,Cleveland Cavaliers,"$495,399",2015
2162,Kalin Lucas, PG,Memphis Grizzlies,"$486,446",2015
2163,Drew Gordon, C,Philadelphia 76ers,"$468,540",2015
2164,Kenyon Martin, PF,Milwaukee Bucks,"$414,551",2015
2165,Lou Amundson, PF,New York Knicks,"$409,167",2015
2166,Lance Thomas, SF,Oklahoma City Thunder,"$403,784",2015
2167,Dahntay Jones, SG,LA Clippers,"$387,632",2015
2168,Patrick Christopher, SG,Utah Jazz,"$379,010",2015
2169,Ronald Roberts Jr., PF,Toronto Raptors,"$373,041",2015
2170,Reggie Williams, SF,San Antonio Spurs,"$344,036",2015
2171,Amar'e Stoudemire, C,New York Knicks,"$306,876",2015
2172,Lorenzo Brown, G,Minnesota Timberwolves,"$283,367",2015
2173,Kendrick Perkins, C,Oklahoma City Thunder,"$274,573",2015
2174,John Lucas III, PG,Detroit Pistons,"$269,189",2015
2175,Elijah Millsap, SG,Utah Jazz,"$241,731",2015
2176,Bernard James, C,Dallas Mavericks,"$236,886",2015
2177,Langston Galloway, SG,New York Knicks,"$235,762",2015
2178,Tyler Johnson, SG,Miami Heat,"$199,950",2015
2179,Henry Walker, SF,Miami Heat,"$196,217",2015
2180,Michael Beasley, F,Miami Heat,"$195,440",2015
2181,Quincy Miller, SF,Sacramento Kings,"$183,049",2015
2182,Earl Barron, C,Phoenix Suns,"$183,049",2015
2183,James Michael McAdoo, SF,Golden State Warriors,"$167,122",2015
2184,Jordan Hamilton, SG,LA Clippers,"$150,591",2015
2185,JaMychal Green, PF,Memphis Grizzlies,"$134,295",2015
2186,Elliot Williams, SG,Utah Jazz,"$107,676",2015
2187,Toney Douglas, PG,New Orleans Pelicans,"$107,676",2015
2188,Chris Johnson, SG,Utah Jazz,"$107,676",2015
2189,Nate Robinson, PG,LA Clippers,"$107,676",2015
2190,Jorge Gutierrez, PG,Brooklyn Nets,"$96,056",2015
2191,Toure' Murry, SF,Washington Wizards,"$96,056",2015
2192,Bryce Cotton, G,Utah Jazz,"$92,514",2015
2193,Jabari Brown, SG,Los Angeles Lakers,"$59,686",2015
2194,Jack Cooley, F,Utah Jazz,"$59,686",2015
2195,Tim Frazier, PG,Portland Trail Blazers,"$59,686",2015
2196,Tyrus Thomas, PF,Memphis Grizzlies,"$53,838",2015
2197,Austin Daye, SF,San Antonio Spurs,"$53,838",2015
2198,Seth Curry, SG,Phoenix Suns,"$48,028",2015
2199,Ricky Ledo, SG,New York Knicks,"$48,028",2015
2200,Andre Dawkins, SG,Miami Heat,"$29,843",2015
2201,David Stockton, G,Sacramento Kings,"$29,483",2015
2202,Kobe Bryant, SF,Los Angeles Lakers,"$30,453,805",2014
2203,Dirk Nowitzki, PF,Dallas Mavericks,"$22,721,381",2014
2204,Amar'e Stoudemire, C,New York Knicks,"$21,679,893",2014
2205,Joe Johnson, G,Brooklyn Nets,"$21,466,718",2014
2206,Carmelo Anthony, F,New York Knicks,"$21,388,953",2014
2207,Dwight Howard, C,Houston Rockets,"$20,513,178",2014
2208,Pau Gasol, C,Los Angeles Lakers,"$19,285,850",2014
2209,Chris Bosh, PF,Miami Heat,"$19,067,500",2014
2210,LeBron James, SF,Miami Heat,"$19,067,500",2014
2211,Dwyane Wade, SG,Miami Heat,"$18,673,000",2014
2212,Chris Paul, PG,LA Clippers,"$18,668,431",2014
2213,Deron Williams, PG,Brooklyn Nets,"$18,466,130",2014
